class,text,language
0,ọkùnrin hausa ni arákùnrin mi obìnrin hausa ni arábìnrin mi ọkùnrin igbo ni arákùnrin mi obìnrin igbo ni arábìnrin mi yoru,yoruba
0,Obi ụtọ na-adịgide adịgide na-aga n'ihu!,igbo
1,They should retaliate and watch us wipe them out. Animals that they are with zero value for human lives.,english
0,😂😂😂😂 o sure ju,english
0,Hausa,english
1,You be fool sha. Why I even try to educate you when a whole state governor name Na Ifanyi igbo name you dey here dey claim nonsense. Na people when plenty pass for state dey handle politics. Those Yoruba there Na minority when no plenty. Aboki you no wan hear word,english
0,"Ma e wezụga ndị kwere ekwe ma na-eme ezi ọrụ, na-ekpekwa òkè na ha.",igbo
1,"Shut up!"": If dis atm does not gimme back my 20k Am storming dis stupid bank tomorrow""",english
1,I hate loud gals...,english
2,Include hoe mf 😂😂,english
2,"Ẹ̀ka ìpániláyà ìjọba APC, àwọn olùṣọ́ àgùntàn Fulani, Boko Haram, &amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;",yoruba
0,Masu nuna wariyar launin fata!,hausa
1,"Àwọn òmùgọ̀ Garba Ewu yẹ kí wọ́n bọ̀wọ̀ fún àwọn gómìnà gúúsù, kí wọ́n sì tún bọ̀wọ̀ fún àwọn ìpinnu àwọn èèyàn.",yoruba
1,To yaushe CBN za ta daskare asusun banki na 'yan fashi? yaushe FG za ta aika da farin ciki soja bayan su? yaushe ne arewacin gwamnonin za su bayyana su so ko kuma in ba haka ba ga 'yan fashi? clueless yawa.,hausa
0,Lol. Treated for free in Govt hospital. Or you have alternative fact?,english
0,"N'ihe niile m na-akwanyere gị ùgwù, ònye bụ ashewo?",igbo
0,Ina nufin ni Kirista ne lokacin da na karya farantin ban yi ihu ba Yesu kawai ina cewa shit ko fuckin' amma idan ina gab da rasa wani abu mai canza rayuwa kamar aikina ko rayuwata watakila ina cewa Oh Allah ko Yesu akai-akai domin na yi imani da ikonsa na juya cewa halin da kyau,hausa
0,😂😂😂😂😂blown,english
2,Ị machibidoro ogige ogige ogige ogige maka ụmụ anụmanụ a .,igbo
1,Kawai ka yi tunanin cewa za ka iya zama shugabanni a inda?,hausa
2,": Ajụjụ: Ụmụ agbọghọ Yoruba, Hausa ma ọ bụ Ibo... : Aga m eso ha atọ... Lol.. Ashewo Boi!!!",igbo
2,"Me ya sa kudancin Najeriya ta ƙunshi wawaye duk da duk ilimin da aka yaba? Idan wannan shirin na arewa ya yi nasara, to, dukan yankin kudancin bautar da kuma moronic.",hausa
2,Mata ba kawai 'yan iska ba ne amma sun fi muni,hausa
2,"Gbogbo àwọn òmùgọ̀ músùlùmí yìí kàn fẹ́ ogun ẹ̀sìn míì, wọ́n sì rò pé ọjọ́ yẹn ni mo máa ń sunkún fún wọn, nípa lílo ìròyìn èké láti fa ìṣòro fún àwọn èèyàn.",yoruba
0,Simon Lalong emerges as Chairman of Northern Governors Forum – Daily Trust LINK,english
1,Ọkụ na-agbanye ọkụ . Ọ ka dị njọ dị ka ọ dịbu.,igbo
1,"Lelee Chiwetel onye meriri ihe nrite AUT ... ndị Uganda nzuzu, m na-agba mbọ na ị nụbeghị banyere ya",igbo
1,"Nígbà náà, Sergio Ramos yóò tó ẹgbẹ̀rún mẹ́rin mílíọ̀nù, òmùgọ̀ èèyàn",yoruba
2,"Ilẹ̀ aláwọ̀ṣe ni orílẹ̀-èdè Ṣáínà, gbogbo orílẹ̀-èdè ló sì gbọ́dọ̀ yẹra fún un.",yoruba
0,Ị̀ dịla njikere?,igbo
1,O yoo kú akọkọ ati awọn iyokù yoo gbe lori .. Tani o fẹ ipaniyan? ani awọn Musulumi ko fẹ ipaniyan nitori awọn Musulumi tun ko wa kuro ninu awọn ti wọn ipaniyan iṣẹ. o si ṣii ẹnu rẹ waaaaaah ati sọrọ ni awọn gun. OKPONU!,yoruba
2,"Daft Fulani-Almajiris, bụ onye a na-eji ụbụrụ asacha ime ihe ọjọọ site Daft Imams na Sultan mere ka Chineke gị rịọ gị ka ị gbuo mmadụ ibe gị maka ya maka ịkwa ya emo. Chineke ga-ata ndị gburu ya ahụhụ na unu niile na-akwado igbu egbu",igbo
2,"Saudi Arabia ti n ṣe ìbúgbàù Yamen, Bangladesh ti n pa àwọn Musulumi Uighur padà sí ilé ìgbẹ́jẹ̀ ní Burma, àwọn Musulumi ni ọ̀tá ńlá jùlọ ti àwọn Musulumi lónìí. dúró kí o sì rí bí àwọn Musulumi yóò ṣe kọlu mi láìka èyí sí.",yoruba
2,"Ọ bụ obere ọgụ dị ka nke a , ụmụ nwanyị na - aga n' ihu ya .",igbo
2,"Rano ṣe o ni akoko lati sọrọ nipa Atiku Ur san oluwa? idi ti awọn Kristiani nigbagbogbo ta jade, oni-ara, ati alaibinu...mo ti ko ni ri ni gbogbo aye mi nibiti Fulani ọkunrin ṣe kekere wọn. ti o ba ri eyikeyi nkan lati ila-oorun Musulumi lodi si Fulani ọkunrin o kan Hausa ọkunrin",yoruba
2,"Why in d world r u donating equipment 2 these illiterate terrorists who murder innocent, unarmed civilians? Don’t u think d schools deprived of basic facilities wld make better use of this? Check in a year’s time &amp; I bet u all d equipment wld have disappeared! 🤡",english
1,Ka kasance Mumu Man ... ka yi murna a cikin kai yaudara.,hausa
2,Aboki mallam dabbobi yaki masu neman sauraron bidiyo da kuma haskaka duk abin da ba game da kabilar yankin ko addini Allah wadai yan Arewa ko da mafi kyau daga cikin mu ne wawa,hausa
0,Àwọn ọkùnrin tó ní ìrònú tó dáa tí wọ́n ń jó kéékèèké nínú kálúbù kan... ìyẹn sì ń ṣe àwọn ọkùnrin bíi tìẹ!,yoruba
2,"What is this? "": Most Hoes has got a serious relationship...yet they stay bitching""",english
1,Mumu ebe o kwuru Arewa na tweet ya.,igbo
0,Ẹ ṣeun sí ilé iṣẹ́ ìgbàanì Alexis.,yoruba
0,"Àwọn ọlọ́pàá ní kí Gani Adams, tó jẹ́ òṣìṣẹ́ ààbò, máa bá wọn jagun láti gbẹ̀mí àwọn ọmọ ẹ̀sìn Ikorodu, ìyẹn Baddo.",yoruba
0,"M na-azụ ihe na Relief market Onitsha ma m nwere ike icheta ugboro ole m zutere ndị na-abụghị Igbo n'ahịa..ụfọdụ dị ka ndị na-ere ahịa na ndị ọzọ dị ka ndị na-azụ ahịa. Naanị ka ị mara, ahịa nwere ọtụtụ ndị Igbo ga-enwe ebo ndị ọzọ na-amụta Igbo naanị iji soro ndị Igbo na-azụ ahịa n'ahịa.",igbo
1,"Dị ka nzuzu dị ka ị bụ taa bụ Jan 29 ị na-azọrọ na ị natara ụgwọ ọnwa February, ị nwere ike ịhụ ihe ị na-eme onwe gị site na ịgha ụgha na iji abụọ ọkọlọtọ. Gwa m nke ụlọ ọrụ na-akwụ Feb ụgwọ ọnwa na Jan? ma e wezụga ndị na-agbachitere igbu egbu ọzụzụ atụrụ & online party ụgha",igbo
2,Ó jẹ́ ọ̀rẹ́ mi tímọ́tímọ́.,yoruba
0,"Its what they do nii, i mean discuss their sexual experiences with their friends thats why they fear the girl might do same. Niggas be projecting 😂imagine not enjoying sex bcos you are scared of how ur friends would react when u tell them abt it🤣its a pity!",english
0,Are you ready?? LINK,english
1,O kò ní ìní ìní ìní ìní ìní ìní ìní ìní ìní ìní ìní ìní ìní ìní ìní ìní ìní ìní ìní ìní ìní ìní ìní ìní ìní ìní ìní ìní ìní ìní ìní ìní ìní ìní ìní ìní ìní ìní ìní ìní ìní ìní ìní ìní ìní ìní ìní ìní ìní ìní ìní ìní ìní ìní ìní ìní ìní ìní ìní ìní ìní ìní ìní ìní ìní ìní ìní ìní ìní ìní ìní ìní ìní ìní ìní ìní ìní ìní ìní ìní ìní ìní ìní ìní ìní ìní ìní ìní ìní ìní ìní ìní ìní ìní ìní ìní ìní ìní ìní ìní ìní ìní ìní ìní ìní ìní ìní ìní ìní ìní ìní ìní ìní ìní ìní ìní ìní ìní ìní ìní ìní ìní ìní ìní ìní ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì ì,yoruba
0,"Ta haka ne kowa zai san ku almajiraina ne, in kuna ƙaunar juna"".",hausa
0,Lmaooo bi awọn eniyan ko dide ki o si pa wọn non-Musulmani aya ni iṣaaju esin ipenija. abeggi! awon ti o ti gbe ni o yoo sọ awọn awful itan dara,yoruba
2,Fulani puppets everywhere.,english
0,Cokali kakeji bbana😁😊😊,english
1,".de botom line is, broke ass niggers wud dive de offer but rich fellas wud reconsider.as 4 me,I wanna do ham die",english
1,"Jọwọ , kí ni ohun tí kò wúlò yìí túmọ̀ sí ?",yoruba
0,Gwamnonin Arewa sun hadu kusan kowane wata kuma sun fito da kuduri da muke ƙiyayya a wasu lokuta amma Najeriya yawanci tana ci gaba da...,hausa
1,"""Abin da ya faru shi ne: 'Yan matan Lasu suna da 'yan mata masu ƙazanta... kashi 2 cikin 100 ne kawai za su sami kai kafin su kammala karatu""",hausa
1,nwanne we mumu,igbo
0,Damn♬ nigga na-eme ka ha dị mpako♬,igbo
2,"Stfu malu!
Those states have always voted for Buhari since God knows when,he still couldn't win until Tinubu supported him in 2015..
You Northern folks should stop being cocky, you guys overrate your little uneducated selves..
SE can never be conquered, no matter how y'all try..",english
0,"1 Bitrus 5: 5 ""Ku kuma, samari, ku yi biyayya da dattawanku; ku duka kuma ku yafa kanku da tawali'u ga junanku, gama Allah yana gāba da masu-girman kai, amma yana ba da alheri ga masu-tawali'u.",hausa
1,"Dukanmu muna wasa, duk muna ji rauni amma ka ɗauki wannan ciwo ka bar wannan ɗan banza ya ƙone",hausa
1,Table shall turn around soon. No wonder all the Yoruba demons in the house are calm cos they understand Tobi’s tactic 😂😂😭,english
1,Onye ị na-eji ihu abụọ na-agba ịghọ onye isi ala maka mba ị na-aṅụ ọbara na-achị achị,igbo
2,"Za su kai su zuwa gidan 'yan Fulani, kuma cikin sa'a daya za su samu 'yancinsu.",hausa
1,So far it favour em girls... They Wil find any excuse to justify how it woman that give birth stories.... Em feminist r self centered being!,english
1,"Nke pụtara na ọ bụrụ na ha bụ ndị Alakụba nke maka ugbu a, enweghị m ike ikwu na ị bụ ndị nzuzu obi ụtọ",igbo
0,Emecha m BaBa LINK,igbo
0,NDỊ NKE NDỊ NKE NDỊ NKE NDỊ NKE NDỊ NKE NDỊ NKE NDỊ DEMOKRATIK!!!!,igbo
1,"Anyị nwere Fero na-achị achị, ọ chọghị ịma.",igbo
2,"Nipa awọn ọba armour: ""O ti ṣe kekere rẹ ore-ọfẹ, o yoo ko lọ!"" ""Ibi rẹ jẹ a idiju aṣẹ́wó pẹlu kan ga arẹlẹ, o mọ wipe! """"",yoruba
2,"kí ọlọ́run bù kún ẹ̀yin fún ìbéèrè yìí.. ọ̀pọ̀ àwọn olóṣèlú ní àríwá yìí ló ń kó ìtìjú bá ẹ̀sìn mi ""ìsáláì""__yóò sọ pé àwọn tí wọ́n ń pè ní àwọn músùlùmí yìí máa ń gbàdúrà lẹ́ẹ̀mẹ́ta lójúmọ́ ń lọ sí orílẹ̀ - èdè saudi árábíà, wọ́n á rí ẹwà orílẹ̀ - èdè náà nígbà tí ilẹ̀ wọn tó fẹ́ràn gan - an bá dà bí àdàbà",yoruba
0,"is the owner of the song and lyrics so if he spells his Banger as ""BAGER"" he his not wrong I don't understand why you guys usually hate on  abeg make una no pressure the guy and  don't let them make u think you don't have real fans out there 😉",english
2,Jesu 😭😭😭 women are evil 😭😭 LINK,english
0,"Wannan, da kuma yara da ba su iya sanin lokacin da za su kwanta ba, amma za su iya yanke shawarar canja jima'i.",hausa
2,Kai ebe ka aturu si puta Ebe aa.gerrrahere Hausa fulani,english
0,Ka kawai kama Hausa fulani,hausa
0,Nke ahụ bụ maka ụmụ agbọghọ na-adịghị ike,igbo
0,Yes and we can deliver to you anywhere in Nigeria.,english
0,"Duk wanda ke tafiya a kan hanyar duhu yana ɗaga alamar taimako lokacin da haske ya haskaka. Amma duk wanda ke da wani abu da zai ɓoye ko shirya mugunta ya guje wa haske. shi ne haske ga Yorubas. Duk wanda ya yi jayayya da wannan gaskiyar asali game da ""Yariba"" dole ne ya ɓoye wani abu.",hausa
2,"Lmao. mo fi eyi si nibi, ati idgaf. wọn ti ṣaṣeyọri pẹlu ariwa, ṣugbọn wọn ko le de ọdọ wa. akọkọ, wọn ṣe ẹkọ shit, ariwa kun fun awọn alakọwe, bayi, wọn fẹ lati lo ipò òṣì. Mf fẹ ki a ṣe oko, ki o si mu ipò òṣì 5k? idii!!",yoruba
2,"Àwọn ọmọbìnrin máa ń fi àwọn ọkùnrin rere sílẹ̀ tí wọ́n nífẹ̀ẹ́ wọn gan - an, tí wọ́n sì máa ń sọ òtítọ́ fún wọn nígbà gbogbo, tí wọ́n sì máa ń ṣubú sínú àwọn ọmọkùnrin tí wọ́n ń bá ṣòfò àti àwọn èṣù Yorùbá.",yoruba
1,"not  truthful in their recent tweet about the Southern Kaduna killings, if it was revenge killings, why then are women and children the most affected victims? So criminal gangs now own AK47 rifles in these villages?     LINK",english
0,"Bayan juyin mulkin shekara ta 1966, an kashe Aguiyi Ironsi amma hakan bai isa ba.",hausa
1,"Tí Dembele bá jẹ́ ojútùú wa tí Xavi ní, ó ṣeni láàánú pé Xavi kì í ṣe olùkọ́ tó lè ṣe nǹkan kan.",yoruba
0,Ọtụtụ ụmụ nwanyị amaghị otú e si elekọta ha.,igbo
0,Àwọn agbo ẹran 😂😂,yoruba
1,Haɗin Arewa da Kudu na Najeriya shine babban kuskuren da aka taɓa yi.,hausa
2,"kò sí iyèméjì kankan pé, a ń ṣe aṣáájú tó ń ṣèèṣì múni ronú jinlẹ̀. níbi tí Buhari ti ń sọ èrò tó ń gbéni ró. ó ń gbìyànjú gidigidi láti wọlé sí ipò náà dípò kó yọjú. kò yẹ kí àwọn èèyàn mú àlìkámà tàbí oúnjẹ wá &amp; àwọn àgbẹ̀ Fulani tí àwọn ẹlẹ́sìn ajá ni ń pa.",yoruba
0,"'Yan mata masu kyau suna haifuwa a watan Mayu, Yuni, Yuli da Agusta",hausa
2,"Arewa tana cike da mahaukaci, titunan Lagos suna cike da masu neman kuɗi.",hausa
0,"Ị chọrọ ka ndị mmadụ bụrụ ndị nwoke nwere mmasị nwoke ma ị bụ onye kwụ ọtọ, ị na-ekpekwa ekpere ka Chineke gbochie ụmụ gị ịbụ ndị nwoke nwere mmasị nwoke.",igbo
2,Ina son zuwa gidajen cin abinci &amp; amp; da karuwai da halayen saboda suna aiki a can. Hey ban ce maka ka yi aiki a Popeye ba zama fushi da ni.,hausa
2,"Ẹ̀yin ọmọbìnrin, ẹ jọ̀wọ́, wọ́n ti lo ọ̀yà ara yín ju ti google lọ.",yoruba
2,"Kai ne Foolani Scum, me ka sani game da Igbo mutane da kuma jaruman su?",hausa
1,Sun yi hauka 😁,hausa
2,"Gị onye nzuzu na - enweghị uche , nwa agbọghọ nzuzu ahụ na - enweghị omume ọma .",igbo
1,Ask an igbo man the meaning of Aturu. Aturu i read that slow and can't to the conclusion that the girl in person is too bitter to drag her father outside just for the irresponsibility of her partner or child son. You are just another dumbolina to try to defend such character....,english
2,The real yoruba demons,english
2,Arewa Twitter has come alive here pretending to preach peace while their actual intentions are to protect and sheild their foot soldiers/heroes (killer Fulani herdsmen) from being exposed. Note that not one of them is talking about justice. Hypocrites we know you!!!,english
1,"Ah u don pass my power =)) "": Mumu, anyị bụ 2geda. ya Soko / bankaura /wawa / shashasha"": hausa girl pls wats idiot""""",igbo
0,": Kungiyar Tsaro ta Biafra ta kafa ta shugaba Mazi Nnamdi Kanu, ta IPOB, ta shiga watsa shirye-shiryen kai tsaye don cikakken bayani...",hausa
1,Saboda haka gwamnanku yana ƙarya kamar yadda Ganduje yake. Isoryt😂,hausa
1,Wasu 'yan niggas ne kawai bitches da aka ɗaure da zaki * rai *,hausa
1,What's it about this wicked ppl! Can't she just send the poor girl back to her family.,english
0,Check this out: “Being Raised By A Single Mother Has Helped Me Appreciate Women More” – Teddy A LINK,english
2,Yi wasa ba tare da jini ba bc Fulani mutane suna cikin hannu. Fulani Shepherdmen wanda shine d 4th mafi muni 'yan ta'adda kungiyar a duniya? amma sauran marasa laifi marasa makamai jini ya kamata a zubar da?,hausa
0,download mixtape àkọ́kọ́ irú rẹ̀ látọ̀dọ̀ DJ Happening#.... LINK LINK,yoruba
0,": Ụmụnwaanyị ndị Saụt Afrịka, omg. LINK",igbo
1,"What will stop the idiot that slapped mama from dying young now ???? Like its better they start digging the idiot grave o , she or he has dome the unthinkable",english
2,Duterte ya bukaci sojojin Amurka su fita daga kudancin Philippines kwanaki bayan ya kira Obama 'Dan karuwa': Ph... LINK,hausa
1,"BTC: Of course I fucked up, who never fuck up, hands in the air?

LUNA: No hands o, all of us fucked up",english
0,Gani in da gaske kike,english
1,"Lol, I'm not gonna stoop this low with your dumb arse... Stick to singing.. wannabe",english
0,We throw em banana now 666 ni66as watching em acting like a monkeys.. LINK,english
2,Ndị a na-eme ihe ike bụ nsogbu Naijiria? Gịnị ma ị na-edozi nsogbu ndị ahụ ma na-enye ha ngwọta? Ọtụtụ nsogbu na-emetụta mba ahụ.,igbo
1,Ụfọdụ ndị isi ojii bụ ụmụ agbọghọ ndị e ji akpa ha na- akpa àgwà ọjọọ,igbo
2,Ụmụ agbọghọ na-eme ka à ga-asị na ha dị mma... m na-achị ọchị,igbo
0,You just need the right amount LINK,english
1,Ẹranko ibẹ̀,yoruba
0,"Nwoke na-ekwu eziokwu ooo!!!! LOL"": na-ahọrọ ego karịa ịhụnanya""",igbo
2,"Ọ bụrụ na ha akwụsị, ha akwụsịbeghị ndị ọzọ Jenjawe Fulani ndị na-eyi ọha egwu nke dị ihe dị ka ise na ọnụ ọgụgụ...",igbo
2,": Yoruba( ̆ ̆)"": Sharrap: Igbo girls"": Irú ọmọbìnrin tí ó nílò àpò ẹ̀yìn...",yoruba
0,: fún ÌGBÀ ÌGBÀ 💙,yoruba
1,"It's even difficult to watch a decent movie appreciating masculinity nowadays.
Everything has been switched to feminist agenda.
I deleted Marvel End game immediately I watched it.

Nonsense",english
1,Gịnị mere ụmụ agbọghọ Naịjirịa ji bụrụ ndị na-akpata ọrịa?,igbo
2,"O ò ní ohun tí Ọlọ́run fi sí èèyàn, ẹni burúkú ni ẹni tí ó fi aṣọ bo ojú rẹ láti mú kí ìwọ náà ní ìfẹ́kúfẹ̀ẹ́.",yoruba
1,"ó wulẹ̀ ń ṣe àrífín, ó sì ń hùwà àìṣòdodo",yoruba
0,And ilorin sef na north. 😁,english
0,Amma ba ka ce ni ba ne,hausa
1,Tambayi wani mutumin Igbo ma'anar Aturu. Aturu Na karanta a hankali kuma ba zan iya zuwa ga cewa yarinyar da kanta ne da zafi sosai don jawo mahaifinta waje kawai saboda rashin alhakin da ta abokin tarayya ko yaro dan. kai ne kawai wani dumbolina kokarin kare irin wannan hali....,hausa
1,"Duniya ta canza a cikin shekaru 30 da suka gabata, yawancin mata suna karfafa su su yi kiba ta hanyar 'yan'uwanmu mata masu fushi, 'Yan mata, yayin da maza suka zama marasa ƙarfi da rashin dalili kuma suna amfani da halaye marasa kyau waɗanda ke sa su zama masu kiba marasa ma'ana!",hausa
0,"O ni o wa ni o tobi idii. o ko le fipamọ agbegbe 2 lati darapọ mọ miiran, ti o ni wat fi wa ni yi mess ti a npe ni Nigeria. ti ipob fẹ gúúsù gúúsù aka niger delta 2 darapọ mọ wọn bi orilẹ-ede ki o si pe awọn oniwe-inlowo 4 awọn ibaraẹnisọrọ. o ko le fipamọ beere wa. yoo ko lọ 4rm fulani 2 igbo amoye LINK",yoruba
2,"Buhari, FULANI HERDSMEN mai ta'addanci, MIYETI ALLAH ga 'yan Najeriya,",hausa
1,Onye ọrụ a bụ onye na-eyi ọha egwu n'okporo ámá a,igbo
2,"Ba za ka taba ganin Musulman Yoruba suna yin irin wannan mummunan aiki ba, mafi kyawun mutane suna bin addinin Islama, amma ka ga abin da ake kira Hausawa daga jihar KKK (Munafukai da masu son zuciya) hannayensu koyaushe suna da jini na marasa laifi.",hausa
1,ẹ̀yin ẹ̀yin ẹ̀yin ẹ̀yin ẹ̀yin ẹ̀yin ẹ̀yin ẹ̀yin ẹ̀yin ẹ̀yin ẹ̀yin ẹ̀yin ẹ̀yin ẹ̀yin ẹ̀yin ẹ̀yin ẹ̀yin ẹ̀yin ẹ̀yin ẹ̀yin ẹ̀yin ẹ̀yin ẹ̀yin ẹ̀yin ẹ̀yin ẹ̀yin ẹ̀yin ẹ̀yin ẹ̀yin ẹ̀yin ẹ̀yin ẹ̀yin ẹ̀yin ẹ̀yin ẹ̀yin ẹ̀yin ẹ̀yin ẹ̀yin ẹ̀yin ẹ̀yin ẹ̀yin ẹ̀yin ẹ̀yin ẹ̀yin ẹ̀yin ẹ̀yin ẹ̀yin ẹ̀yin ẹ̀yin ẹ̀yin ẹ̀yin ẹ̀yin ẹ̀yin ẹ̀yin ẹ̀yin ẹ̀yin ẹ̀yin ẹ̀yin ẹ̀yin ẹ̀yin ẹ̀yin ẹ̀yin ẹ̀yin ẹ̀yin ẹ̀yin ẹ̀yin ẹ̀yin ẹ̀yin ẹ̀yin ẹ̀yin ẹ̀yin ẹ̀yin ẹ̀yin ẹ̀yin ẹ̀yin ẹ̀yin ẹ̀yin ẹ̀yin ẹ̀yin ẹ̀yin ẹ̀yin ẹ̀yin ẹ̀yin ẹ̀yin ẹ̀yin ẹ̀yin ẹ̀yin ẹ̀yin ẹ̀yin ẹ̀yin ẹ̀yin ẹ̀yin ẹ̀yin ẹ̀yin ẹ̀yin ẹ̀yin ẹ̀yin ẹ̀yin ẹ̀yin ẹ̀yin ẹ̀yin ẹ̀yin ẹ̀yin ẹ̀yin ẹ̀yin ẹ̀yin ẹ̀yin ẹ̀yin ẹ̀ ẹ̀yin ẹ̀yin ẹ̀yin ẹ̀yin ẹ̀yin ẹ̀yin ẹ̀yin ẹ̀yin ẹ̀ ẹ̀yin ẹ̀n ẹ̀n ẹ̀n ẹ̀ ẹ̀n ẹ̀ ẹ̀ ẹ̀n ẹ̀n ẹ̀n ẹ̀n ẹ̀n ẹ̀n ẹ̀n ẹ̀n ẹ̀n ẹ̀n ẹ̀n ẹ̀n ẹ̀ ẹ̀n ẹ̀n ẹ̀n ẹ̀n ẹ̀n ẹ̀n ẹ̀n ẹ̀n ẹ̀ ẹ̀n ẹ̀n ẹ̀n ẹ̀n ẹ̀n ẹ̀n ẹ̀ ẹ̀n ẹ̀n ẹ̀ ẹ̀n ẹ̀n ẹ̀n ẹ̀n ẹ̀n ẹ̀n ẹ̀n ẹ̀n ẹ̀n ẹ̀n ẹ̀n ẹ̀n ẹ̀ ẹ̀n ẹ̀n ẹ̀ ẹ̀n ẹ̀n ẹ̀n ẹ̀n ẹ̀n ẹ̀n ẹ̀n ẹ̀n ẹ̀n ẹ̀n ẹ̀n ẹ̀n ẹ̀ ẹ̀n ẹ̀n ẹ̀n ẹ̀n ẹ̀ ẹ̀n ẹ̀n ẹ̀n ẹ̀n ẹ̀n ẹ̀n ẹ̀n ẹ̀n ẹ̀n ẹ̀n ẹ̀n ẹ̀,yoruba
2,Ọ dịghị nwa!,igbo
0,Ke yanzu auren kike sk,yoruba
2,🤣🤣 mugun Ghanawa a nan riga. ba za mu iya bi hanyarku o.,hausa
2,Tambaya: Menene bambanci tsakanin karuwa da karuwa? A: Karuwa tana lalata da kowa kuma karuwa tana lalata da kowa sai kai.,hausa
1,Kai abin kunya ne ga matan Igbo.,hausa
0,"It is now that all the  are from one tribe that we should not srart a tribal War. We the northerner's what can we say about all the abuses and insults that we receive every day on twitter from them. Fulani herdsmen, Hausa terrorists, bla bla ....",english
2,Àwọn ọmọbìnrin àti àwọn ọmọ wọn 1. Àwọn ọmọbìnrin tó ń bí àwọn ọmọ di ẹni burúkú gan-an. 2. Àwọn ọmọbìnrin tí ń lépa àwọn èèyàn...,yoruba
0,"Dogon Dare wallahi, gashi ba wuta sauro kuma yaci uwarsu.... =)) =))",yoruba
0,": * Ọ na-akparị Jizọs * Ọ na-akpọ ụmụ nwanyị Naịjirịa ndịda ""Ụmụ nwanyị akwụna"" * Ọ na-akwụ ndị ọzụzụ atụrụ ụgwọ ma ọ bụrụ na ị...",igbo
1,"Wannan yarinyar ta yi wauta, wannan kawai ce ta nuna abin da ta iya yi"".",hausa
1,Ọ dị ka a ga-asị na onye Ghana chọrọ ịnakwere ndị Naịjirịa ndị ọchịagha 😉,igbo
2,"A ó sì ṣẹ́gun wọn pẹ̀lú ìtìjú méjì, àwọn Fulani kò ní ní rí àlàáfíà kankan ní Áfíríkà pẹ̀lú ètò búburú yìí ti Fulunisation àti Islamization!",yoruba
2,"Ụmụ nwanyị abụghị nanị ndị na-emebi iwu , kama ha ka njọ .",igbo
